Measurement ID	Occurrence ID	MeasurementParent	MeasurementOfTaxon	Measurement Type	Measurement Value	Unit	Statistical Method	Remarks	Contributor	ReferenceID
M3018	C212		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R067
M3019	C212		true	http://eol.org/schema/terms/HypoconeShape	http://eol.org/schema/terms/trapezoid3DShape				Compiler: Anne E Thessen	R067
M3020	C212		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0001857				Compiler: Anne E Thessen	R067
M3021	C212		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/straightSulcus				Compiler: Anne E Thessen	R067
M3022	C212		true	http://eol.org/schema/terms/CellLength	60	http://purl.obolibrary.org/obo/UO_0000017	http://www.ebi.ac.uk/efo/EFO_0001444		Compiler: Anne E Thessen	R067
M3023	C213		true	http://eol.org/schema/terms/CellLength	20	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R046
M3024	C213		true	http://eol.org/schema/terms/CellLength	17	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R046
M3025	C213		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/hemiellipse				Compiler: Anne E Thessen	R046
M3026	C213		true	http://eol.org/schema/terms/CellWidth	10	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R046
M3027	C213		true	http://eol.org/schema/terms/CellWidth	8	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R046
M3028	C213		true	http://eol.org/schema/terms/CingulumLocation	http://purl.obolibrary.org/obo/FMA_74528				Compiler: Anne E Thessen	R046
M3029	C213		true	http://eol.org/schema/terms/CellShapeTransverse	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R046
M3030	C213		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/asymmetricOval2D				Compiler: Anne E Thessen	R046
M3031	C213		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/asymmetricOval2D				Compiler: Anne E Thessen	R046
M3032	C213		true	http://eol.org/schema/terms/CellShape3D	http://eol.org/schema/terms/asymmetricOval3D				Compiler: Anne E Thessen	R046
M3033	C213		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0002258				Compiler: Anne E Thessen	R046
M3034	C213		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R046
M3035	C213		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R046
M3036	C213		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R046
M3037	C213		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R046
M3038	C213		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_01000322				Compiler: Anne E Thessen	R046
M3039	C213		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R046
M3040	C213		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R046
M3041	C213		true	http://purl.obolibrary.org/obo/OBA_1000018	http://purl.obolibrary.org/obo/PATO_0001891				Compiler: Anne E Thessen	R046
M3042	C213		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R046
M3043	C213		true	http://purl.obolibrary.org/obo/OBA_1000093	http://eol.org/schema/terms/narrowAndDeep				Compiler: Anne E Thessen	R046
M3044	C213		true	http://purl.obolibrary.org/obo/OBA_1000092	http://eol.org/schema/terms/wideAndDeep			deep on dorsal side	Compiler: Anne E Thessen	R046
M3045	C213		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R046
M3046	C213		true	http://purl.obolibrary.org/obo/OBA_0000052	http://eol.org/schema/terms/epiconeWider				Compiler: Anne E Thessen	R046
M3047	C213		true	http://eol.org/schema/terms/HypoconeShape	http://purl.obolibrary.org/obo/PATO_0002021				Compiler: Anne E Thessen	R046
M3048	C213		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/asymmetricOval2D				Compiler: Anne E Thessen	R046
M3049	C213		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R046
M3050	C213		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/PATO_0002268				Compiler: Anne E Thessen	R046
M3051	C213		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R046
M3052	C213		false	http://rs.tdwg.org/dwc/terms/countryCode	AU				Compiler: Anne E Thessen	R046
M3053	C213		false	http://rs.tdwg.org/dwc/terms/countryCode	DK				Compiler: Anne E Thessen	R046
M3054	C214		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/asymmetricOval2D				Compiler: Anne E Thessen	R053
M3055	C214		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R053
M3056	C214		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0001874				Compiler: Anne E Thessen	R053
M3057	C214		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0001857				Compiler: Anne E Thessen	R053
M3058	C214		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R053
M3059	C214		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R053
M3060	C214		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R053
M3061	C214		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R053
M3062	C214		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_01000321				Compiler: Anne E Thessen	R053
M3063	C214		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R053
M3064	C214		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R053
M3065	C214		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R053
M3066	C214		true	http://purl.obolibrary.org/obo/OBA_1000093	http://eol.org/schema/terms/wideAndShallow				Compiler: Anne E Thessen	R053
M3067	C214		true	http://eol.org/schema/terms/CellShapeTransverse	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R053
M3068	C214		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/hemispherical			right side steeper than left	Compiler: Anne E Thessen	R053
M3069	C214		true	http://purl.obolibrary.org/obo/OBA_0000052	http://purl.obolibrary.org/obo/PATO_0002053				Compiler: Anne E Thessen	R053
M3070	C214		true	http://eol.org/schema/terms/HypoconeShape	http://eol.org/schema/terms/hemispherical			right side longer than left	Compiler: Anne E Thessen	R053
M3071	C214		true	http://eol.org/schema/terms/CingulumLocation	http://purl.obolibrary.org/obo/FMA_74528				Compiler: Anne E Thessen	R053
M3072	C214		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R053
M3073	C214		true	http://purl.obolibrary.org/obo/OBA_1000018	http://purl.obolibrary.org/obo/PATO_0001499				Compiler: Anne E Thessen	R053
M3074	C214		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/BSPO_0000055				Compiler: Anne E Thessen	R053
M3075	C214		true	http://eol.org/schema/terms/ChloroplastQuantity	http://eol.org/schema/terms/numerous				Compiler: Anne E Thessen	R053
M3076	C214		true	http://purl.obolibrary.org/obo/OBA_1000096	http://eol.org/schema/terms/lemonYellow				Compiler: Anne E Thessen	R053
M3077	C214		true	http://purl.obolibrary.org/obo/OBA_1000097	http://purl.obolibrary.org/obo/PATO_0000587				Compiler: Anne E Thessen	R053
M3078	C214		true	http://purl.obolibrary.org/obo/OBA_1000094	http://purl.obolibrary.org/obo/PATO_0001154				Compiler: Anne E Thessen	R053
M3079	C214		true	http://eol.org/schema/terms/ChloroplastLocation	http://purl.obolibrary.org/obo/PATO_0002107				Compiler: Anne E Thessen	R053
M3080	C214		true	http://eol.org/schema/terms/CellLength	50	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R053
M3081	C214		true	http://eol.org/schema/terms/CellLength	48	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R053
M3082	C214		true	http://eol.org/schema/terms/CellWidth	40	http://purl.obolibrary.org/obo/UO_0000017	http://www.ebi.ac.uk/efo/EFO_0001444		Compiler: Anne E Thessen	R053
M3083	C214		true	http://eol.org/schema/terms/CellDepth	32	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R053
M3084	C214		true	http://eol.org/schema/terms/CellDepth	30	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R053
M3085	C214		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R053
M3086	C214		false	http://eol.org/schema/terms/SeawaterTemperature	24.6	http://purl.obolibrary.org/obo/UO_0000027			Compiler: Anne E Thessen	R053
M3087	C215		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R067
M3088	C215		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/hemispherical				Compiler: Anne E Thessen	R067
M3089	C215		true	http://eol.org/schema/terms/HypoconeShape	http://purl.obolibrary.org/obo/PATO_0002214				Compiler: Anne E Thessen	R067
M3090	C215		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R067
M3091	C215		true	http://eol.org/schema/terms/CingulumLocation	http://purl.obolibrary.org/obo/FMA_74528				Compiler: Anne E Thessen	R067
M3092	C215		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R067
M3093	C215		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/straightSulcus				Compiler: Anne E Thessen	R067
M3094	C215		true	http://purl.obolibrary.org/obo/OBA_1000097	http://purl.obolibrary.org/obo/PATO_0000586				Compiler: Anne E Thessen	R067
M3095	C215		true	http://purl.obolibrary.org/obo/OBA_1000092	http://eol.org/schema/terms/wideAndShallow				Compiler: Anne E Thessen	R067
M3096	C215		true	http://eol.org/schema/terms/CellLength	30	http://purl.obolibrary.org/obo/UO_0000017	http://www.ebi.ac.uk/efo/EFO_0001444		Compiler: Anne E Thessen	R067
M3097	C216		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0001891				Compiler: Anne E Thessen	R044
M3098	C216		true	http://eol.org/schema/terms/CellShapeTransverse	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R044
M3099	C216		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R044
M3100	C216		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R044
M3101	C216		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0002258				Compiler: Anne E Thessen	R044
M3102	C216		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0002258				Compiler: Anne E Thessen	R044
M3103	C216		true	http://eol.org/schema/terms/CingulumLocation	http://purl.obolibrary.org/obo/FMA_74528				Compiler: Anne E Thessen	R044
M3104	C216		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M3105	C216		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M3106	C216		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M3107	C216		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_01000321				Compiler: Anne E Thessen	R044
M3108	C216		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R044
M3109	C216		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M3110	C216		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M3111	C216		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0001759				Compiler: Anne E Thessen	R044
M3112	C216		true	http://purl.obolibrary.org/obo/OBA_1000092	http://eol.org/schema/terms/wideAndShallow				Compiler: Anne E Thessen	R044
M3113	C216		true	http://purl.obolibrary.org/obo/OBA_1000093	http://eol.org/schema/terms/wideAndShallow				Compiler: Anne E Thessen	R044
M3114	C216		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/roundedConical				Compiler: Anne E Thessen	R044
M3115	C216		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0001410			streaking on epicone	Compiler: Anne E Thessen	R044
M3116	C216		true	http://eol.org/schema/terms/HypoconeShape	http://eol.org/schema/terms/hemiellipse				Compiler: Anne E Thessen	R044
M3117	C216		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R044
M3118	C216		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R044
M3119	C216		true	http://purl.obolibrary.org/obo/OBA_1000097	http://purl.obolibrary.org/obo/PATO_0000586				Compiler: Anne E Thessen	R044
M3120	C216		true	http://purl.obolibrary.org/obo/OBA_1000096	http://purl.obolibrary.org/obo/PATO_0001941				Compiler: Anne E Thessen	R044
M3121	C216		true	http://eol.org/schema/terms/CellLength	50	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R044
M3122	C216		true	http://eol.org/schema/terms/CellLength	48	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R044
M3123	C216		true	http://eol.org/schema/terms/CellWidth	24	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R044
M3124	C216		true	http://eol.org/schema/terms/CellWidth	22	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R044
M3125	C217		true	http://purl.obolibrary.org/obo/OBA_0000052	http://eol.org/schema/terms/epiconeWider				Compiler: Anne E Thessen	R004
M3126	C217		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/hemispherical				Compiler: Anne E Thessen	R004
M3127	C217		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/noDisplaceCingulum				Compiler: Anne E Thessen	R004
M3128	C217		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0002254				Compiler: Anne E Thessen	R004
M3129	C217		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R004
M3130	C217		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0002240				Compiler: Anne E Thessen	R004
M3131	C217		true	http://eol.org/schema/terms/CellShapeTransverse	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R004
M3132	C217		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/circleTriangle				Compiler: Anne E Thessen	R004
M3133	C217		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/circleTriangle				Compiler: Anne E Thessen	R004
M3134	C217		true	http://eol.org/schema/terms/HypoconeShape	http://eol.org/schema/terms/hemiellipse				Compiler: Anne E Thessen	R004
M3135	C217		true	http://eol.org/schema/terms/CingulumLocation	http://eol.org/schema/terms/preMedian				Compiler: Anne E Thessen	R004
M3136	C217		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M3137	C217		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M3138	C217		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M3139	C217		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_00000570				Compiler: Anne E Thessen	R004
M3140	C217		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M3141	C217		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M3142	C217		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R004
M3143	C217		true	http://purl.obolibrary.org/obo/OBA_1000092	http://eol.org/schema/terms/narrowAndShallow				Compiler: Anne E Thessen	R004
M3144	C217		true	http://purl.obolibrary.org/obo/OBA_1000093	http://eol.org/schema/terms/narrowAndShallow				Compiler: Anne E Thessen	R004
M3145	C217		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/straightSulcus				Compiler: Anne E Thessen	R004
M3146	C217		true	http://purl.obolibrary.org/obo/OBA_1000018	http://purl.obolibrary.org/obo/PATO_0001499				Compiler: Anne E Thessen	R004
M3147	C217		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/PATO_0002268				Compiler: Anne E Thessen	R004
M3148	C217		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M3149	C217		true	http://eol.org/schema/terms/CellLength	10	http://purl.obolibrary.org/obo/UO_0000017	http://www.ebi.ac.uk/efo/EFO_0001444		Compiler: Anne E Thessen	R004
M3150	C217		true	http://eol.org/schema/terms/CellWidth	6	http://purl.obolibrary.org/obo/UO_0000017	http://www.ebi.ac.uk/efo/EFO_0001444		Compiler: Anne E Thessen	R004
M3151	C217		false	http://eol.org/schema/terms/Salinity	7.4	http://eol.org/schema/terms/practicalSalinityUnits			Compiler: Anne E Thessen	R004
M3152	C217		false	http://eol.org/schema/terms/Salinity	http://eol.org/schema/terms/mesohaline				Compiler: Anne E Thessen	R004
M3153	C218		true	http://eol.org/schema/terms/CellShapeFrontal	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R001
M3154	C218		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R001
M3155	C218		true	http://eol.org/schema/terms/CellShapeTransverse	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R001
M3156	C218		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0001874				Compiler: Anne E Thessen	R001
M3157	C218		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R001
M3158	C218		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R001
M3159	C218		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R001
M3160	C218		true	http://eol.org/schema/terms/CingulumLocation	http://eol.org/schema/terms/preMedian				Compiler: Anne E Thessen	R001
M3161	C218		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R001
M3162	C218		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R001
M3163	C218		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_00002011				Compiler: Anne E Thessen	R001
M3164	C218		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R001
M3165	C218		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R001
M3166	C218		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R001
M3167	C218		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R001
M3168	C218		true	http://purl.obolibrary.org/obo/OBA_1000018	http://purl.obolibrary.org/obo/PATO_0001499				Compiler: Anne E Thessen	R001
M3169	C218		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R001
M3170	C218		true	http://purl.obolibrary.org/obo/OBA_1000093	http://eol.org/schema/terms/wideAndDeep				Compiler: Anne E Thessen	R001
M3171	C218		true	http://purl.obolibrary.org/obo/OBA_0000052	http://purl.obolibrary.org/obo/PATO_0002053				Compiler: Anne E Thessen	R001
M3172	C218		true	http://eol.org/schema/terms/CellLength	22	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R001
M3173	C218		true	http://eol.org/schema/terms/CellLength	21	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R001
M3174	C218		true	http://eol.org/schema/terms/CellWidth	19	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R001
M3175	C218		true	http://eol.org/schema/terms/CellWidth	18	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R001
M3176	C218		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/hemispherical				Compiler: Anne E Thessen	R001
M3177	C218		true	http://eol.org/schema/terms/HypoconeShape	http://eol.org/schema/terms/hemispherical				Compiler: Anne E Thessen	R001
M3178	C218		true	http://purl.obolibrary.org/obo/OBA_0000052	http://eol.org/schema/terms/hypoconeWider				Compiler: Anne E Thessen	R001
M3179	C218		true	http://purl.obolibrary.org/obo/OBA_1000092	http://eol.org/schema/terms/wideAndDeep				Compiler: Anne E Thessen	R001
M3180	C218		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/noDisplaceCingulum				Compiler: Anne E Thessen	R001
M3181	C218		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/straightSulcus				Compiler: Anne E Thessen	R001
M3182	C218		true	http://eol.org/schema/terms/ChloroplastLocation	http://purl.obolibrary.org/obo/PATO_0001566				Compiler: Anne E Thessen	R001
M3183	C218		true	http://purl.obolibrary.org/obo/OBA_1000094	http://eol.org/schema/terms/ellipsoid				Compiler: Anne E Thessen	R001
M3184	C218		true	http://purl.obolibrary.org/obo/OBA_1000096	http://eol.org/schema/terms/blueGrey				Compiler: Anne E Thessen	R001
M3185	C218		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/PATO_0002268				Compiler: Anne E Thessen	R001
M3186	C218		false	http://eol.org/schema/terms/SeawaterTemperature	7	http://purl.obolibrary.org/obo/UO_0000027	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R001
M3187	C218		false	http://eol.org/schema/terms/SeawaterTemperature	1	http://purl.obolibrary.org/obo/UO_0000027	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R001
M3188	C219		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R087
M3189	C219		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R087
M3190	C219		true	http://eol.org/schema/terms/CingulumLocation	http://eol.org/schema/terms/postMedian				Compiler: Anne E Thessen	R087
M3191	C220		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0001891				Compiler: Anne E Thessen	R003
M3192	C220		true	http://eol.org/schema/terms/CellShapeTransverse	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R003
M3193	C220		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R003
M3194	C220		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R003
M3195	C220		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R003
M3196	C220		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R003
M3197	C220		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R003
M3198	C220		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_01000321				Compiler: Anne E Thessen	R003
M3199	C220		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R003
M3200	C220		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R003
M3201	C220		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R003
M3202	C220		true	http://purl.obolibrary.org/obo/OBA_1000093	http://eol.org/schema/terms/narrowAndDeep				Compiler: Anne E Thessen	R003
M3203	C220		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R003
M3204	C220		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R003
M3205	C220		true	http://eol.org/schema/terms/CellLength	126	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R003
M3206	C220		true	http://eol.org/schema/terms/CellLength	80	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R003
M3207	C220		true	http://eol.org/schema/terms/CingulumLocation	http://eol.org/schema/terms/postMedian				Compiler: Anne E Thessen	R003
